GCN,Label Propagation,MGN,MGN (Felzenswalb Strategy),MGN (Kmeans Strategy)
1,0.998,1.0,1.0,1.0,1.0
2,0.8559999999999999,0.93,0.907,0.9189999999999999,0.909
3,0.4779999999999999,0.9,0.8030000000000002,0.836,0.8210000000000001
4,0.9399999999999998,1.0,1.0,1.0,1.0
5,0.9499999999999998,0.9700000000000001,0.9800000000000001,0.9800000000000001,0.9800000000000001
6,0.873,0.9700000000000001,0.9600000000000002,0.9580000000000002,0.9600000000000002
7,0.8790000000000001,0.99,1.0,1.0,1.0
8,0.9700000000000001,0.99,0.99,0.99,0.99
9,0.719,0.9200000000000002,0.924,0.922,0.922
