epoch,loss,accuracy
0,1,3.868469476699829,0.014686248331108143
1,2,3.5367307662963867,0.014686248331108143
2,3,3.3893377780914307,0.018280784635924825
3,4,3.333556652069092,0.08822019102392935
4,5,2.9569990634918213,0.1986238061004416
5,6,2.8765194416046143,0.24227174694464415
6,7,2.849788188934326,0.29208175002567527
7,8,2.738875150680542,0.3333675670124268
8,9,2.581432580947876,0.3816370545342508
9,10,2.4597556591033936,0.44818732669199957
10,11,2.4359130859375,0.5147375988497483
11,12,2.3539416790008545,0.5212077641984184
12,13,2.1949462890625,0.5139159905515046
13,14,2.0695083141326904,0.5278833316216494
14,15,2.0910980701446533,0.5381534353496971
15,16,2.0865554809570312,0.5152511040361508
16,17,2.011498212814331,0.5261374139878813
17,18,1.9734405279159546,0.5330183834856732
18,19,1.9413628578186035,0.536202115641368
19,20,1.8438011407852173,0.5307589606655028
20,21,1.873694658279419,0.5389750436479408
21,22,1.8718419075012207,0.5467803224812571
22,23,1.8610624074935913,0.5429803841018794
23,24,1.9091089963912964,0.5409263633562699
24,25,1.871537446975708,0.5409263633562699
25,26,1.8419493436813354,0.5435965903255623
26,27,1.704940915107727,0.5451371058847695
27,28,1.7619657516479492,0.5473965287049399
28,29,1.6632311344146729,0.5472938276676594
29,30,1.6448321342468262,0.5584882407312314
30,31,1.7415177822113037,0.5654719112663038
31,32,1.6326463222503662,0.5654719112663038
32,33,1.6340879201889038,0.5670124268255109
33,34,1.5870890617370605,0.5670124268255109
34,35,1.6696680784225464,0.5724555818013762
35,36,1.646073818206787,0.579541953373729
36,37,1.6371556520462036,0.579541953373729
37,38,1.6110641956329346,0.579541953373729
38,39,1.566087007522583,0.5852932114614358
39,40,1.5859993696212769,0.5867310259833625
40,41,1.5056476593017578,0.5920714799219472
41,42,1.5699511766433716,0.6024442846872753
42,43,1.5418369770050049,0.6024442846872753
43,44,1.519870638847351,0.6108657697442744
44,45,1.4519798755645752,0.6108657697442744
45,46,1.5142104625701904,0.6082982438122625
46,47,1.489981770515442,0.6082982438122625
47,48,1.4275318384170532,0.6144603060490911
48,49,1.4551295042037964,0.6208277703604806
49,50,1.3640990257263184,0.6222655848824074
50,51,1.456669807434082,0.6259628222245045
51,52,1.4158939123153687,0.6245250077025778
52,53,1.404790997505188,0.6245250077025778
53,54,1.4085760116577148,0.6333572969086988
54,55,1.3742918968200684,0.6336654000205402
55,56,1.3575412034988403,0.6351032145424669
56,57,1.4294726848602295,0.6412652767792955
57,58,1.3551750183105469,0.6412652767792955
58,59,1.3107243776321411,0.6447571120468317
59,60,1.388808012008667,0.6447571120468317
60,61,1.3674595355987549,0.6447571120468317
61,62,1.3664060831069946,0.6412652767792955
62,63,1.3118609189987183,0.6372599363253569
63,64,1.2744451761245728,0.6407517715928931
64,65,1.2978904247283936,0.6407517715928931
65,66,1.2761672735214233,0.647632741090685
66,67,1.2510675191879272,0.6462976276060388
67,68,1.2978343963623047,0.6462976276060388
68,69,1.2786248922348022,0.6483516483516484
69,70,1.2940889596939087,0.6512272773955017
70,71,1.2474124431610107,0.6512272773955017
71,72,1.2890039682388306,0.6513299784327822
72,73,1.2222137451171875,0.6578001437814522
73,74,1.2154850959777832,0.660778473862586
74,75,1.2451807260513306,0.660778473862586
75,76,1.1967133283615112,0.6678648454349388
76,77,1.2943484783172607,0.6732052993735237
77,78,1.1702290773391724,0.6755674232309746
78,79,1.2075635194778442,0.6755674232309746
79,80,1.2337052822113037,0.6779295470884256
80,81,1.17721426486969,0.6780322481257061
81,82,1.2131379842758179,0.6780322481257061
82,83,1.2700181007385254,0.6780322481257061
83,84,1.1818395853042603,0.6789565574612304
84,85,1.1638902425765991,0.6789565574612304
85,86,1.1651068925857544,0.6789565574612304
86,87,1.1495472192764282,0.6789565574612304
87,88,1.2030116319656372,0.6789565574612304
88,89,1.1878846883773804,0.6751566190818528
89,90,1.1169441938400269,0.6751566190818528
90,91,1.1040406227111816,0.6751566190818528
91,92,1.1797573566436768,0.6751566190818528
92,93,1.201328158378601,0.6840916093252541
93,94,1.164576530456543,0.6891239601519975
94,95,1.1674108505249023,0.6891239601519975
95,96,1.0959545373916626,0.6891239601519975
96,97,1.144633173942566,0.6903563725993632
97,98,1.1727129220962524,0.6936428057923385
98,99,1.133907675743103,0.693540104755058
99,100,1.0946447849273682,0.6950806203142652
100,101,1.074422001838684,0.6950806203142652
101,102,1.1224535703659058,0.6950806203142652
102,103,1.0891170501708984,0.7016534867002157
103,104,1.0922917127609253,0.7016534867002157
104,105,1.0843695402145386,0.7091506624216904
105,106,1.1036906242370605,0.7106911779808976
106,107,1.0694499015808105,0.7098695696826538
107,108,1.0534664392471313,0.69826435246996
108,109,1.0465233325958252,0.7071993427133614
109,110,1.1166495084762573,0.7033994043339837
110,111,1.0811535120010376,0.7083290541234466
111,112,1.0806816816329956,0.7098695696826538
112,113,1.0303319692611694,0.7137722090993119
113,114,1.0801478624343872,0.7085344561980076
114,115,1.077491283416748,0.7085344561980076
115,116,1.0074373483657837,0.7085344561980076
